"","F2","F3","Q38","surveyYear"
"1510","The many diverse and beautifully scenic water ways.","Maybe shortening the length limit on Northern Pike at Grove Lake WMA so people can keep good eaters. Maybe instead of 1 aday at 34"" or longer, maybe it could be 1 a day at 26"" or longer.",NA,2025
"1511","being with family.",NA,NA,2025
"1512","Catching fish with damily","None",NA,2025
"1513","bluegill and crappie are plentiful and fun to catch",NA,NA,2025
"1514","bluegill and crappie are plentiful and fun to catch",NA,NA,2025
"1515","Variety of fish available.",NA,NA,2025
"1516","Variety of fish available.",NA,NA,2025
"1517",NA,"It would be nice to see yellow perch in eastern Nebraska","Should Wanahoo be restocked?",2025
"1518","We have a lot of Lakes, Good boat ramp's & Docks I Like to see young Kids Fishing","We need To get Common Carp  & Invasive Carp, OUT of are Lake's. it Just Kill A Lake.","Thank you for doing This.",2025
"1519",NA,"Need to stock better with Walleye.",NA,2025
"1520",NA,NA,NA,2025
"1521",NA,NA,NA,2025
"1522","Being outside in the boat and the excitement and anticipation when reeling in a catch.",NA,"The low water level prohibited us from getting our boat out to fish in late summer and early fall.",2025
"1523","taking our grandkids out so they learn how to fish. out of our 4 grandkids - 3 are now eager to go fishing even if they don't catch any thing even stick fish! Hahaha",NA,NA,2025
"1524",NA,NA,NA,2025
"1525",NA,NA,NA,2025
"1526",NA,NA,NA,2025
"1527",NA,NA,NA,2025
"1528",NA,NA,NA,2025
"1529",NA,NA,NA,2025
"1530",NA,"More slot limits to protect the larger fish. More enforcement of limits. In the last 10yrs I've only been stopped 1 time in hundreds of times fishing. You Know the problem areas and problem people so make those areas a priority for enforcement.",NA,2025
"1531","Getting outside. It's my place to connect with God. Enjoying our natural beauty and seeing the wildlife, Hopefully catching a few fish.","Control of carp populations in our smaller bodies of water. Seems like as the carp population increases, population quality of other fish in the water body decreases.","Thank you for the hard work of the Game and Parks employees. I imagine it can be an underappreciated line of work, but it (illegible) makes a difference and is important to continue.",2025
"1532",NA,NA,NA,2025
"1533",NA,NA,NA,2025
"1534","Clean lakes","None",NA,2025
"1535","The open out doors and clean Parks/fishing area's",NA,NA,2025
"1536",NA,NA,NA,2025
"1537",NA,NA,NA,2025
"1538","N/A","N/A","N/A",2025
"1539","N/A","N/A","N/A",2025
"1540","the people i meet while fishing","the lack of opportunity in most lakes the number of fish i’ve been able to catch the last 5 years has dropped significantly and the number of good fish to eat has also dropped i used to be able to go out and catch a dozen fish in an hour and have a good one to throw on the grill today i’m lucky to catch one undersized bass and a few sun fish all of the fish i catch seem to be malnourished ill catch a bass with a huge head like it would belong on a 5-6 lb bass but it’s only 3 lbs the fishing quality has dropped significantly and there is absolutely over fishing i have witnessed. i have been fishing every single year for 20 years and i frequently jog multiple of the lakes around the papillion gretna and millard area i have not been approached a single time by a game warden while fishing let alone see one in the hundereds of hours me and my family have spent at lakes i see people not following the rules because they are not enforced we don’t need new rules we need to enforce the ones we have not once in my life have i had my fish checked or my license checked in the state od nebraska the amount of people over fishing and taking undersized fish is more than than the amount of people following the rules","please enforce the rules on the books rather than creating new ones you won’t enforce over 20 years of fishing in nebraska i haven’t seen one game officer but i see people weekly breaking the rules taking undersized fish and overfishing rules do not matter if they are not enforced rules don’t matter if there is no fish left to protect",2025
"1541",NA,NA,NA,2025
"1542","Its close enough to drive and return home in one day and Nebraska fisheries are superior to Colorado lakes by FAR!!","Stock more, limit bag limits to 2!",NA,2025
"1543",NA,NA,NA,2025
"1544","I just like to fish.",NA,NA,2025
"1545","IT's usually not real crowded and there is a broad spectrum of fish","Better access for bank fishing","Nebraska needs to put in better fish cleaning stations, we are lacking in that area.",2025
"1546",NA,NA,NA,2025
"1547","no comment","Need to improve cap ground quality at more lakes around the state, as well as maintain smaller lakes so i don't have to travel so far to catch fish. i think regulations need to enforced more due to people not being honest and taking what they aren't suppose to causing lakes and revisors around the state to struggle  due to over fishing/keeping","alot of lakes in my area are dried up causing me to travel farther from home to find a spot to go that i dont have to wade through 100 yards of weeds to touch water",2025
"1548","The likelihood of catching some fish (even if not the target species).","1. Increase bank access for Fly Fishers. The banks often are either too overrun with vegetation or there is limited room to back-cast. Creating a few zones in each lake with more space for fly fishing would be appreciated. 
2. Increase stockings of small-mouth bass and trout in Ponds near population centers
3. Invest in the trout infrastructure across Nebraska. The closest trout streams to Lincoln and Omaha are in decline.","Please update the Game and Parks Public Waters interactive map. Some of the lakes near Lincoln do not provide updated information, one of the lakes doesn't exist anymore (pretty much completely dried up) and there's no word on when Killdeer lake will be refilled and restocked. 

Also, please include guidance for public waters in streams, such as salt creek in Lincoln. I see individuals fishing in it, but it is not listed on the public waters interactive map.",2025
"1549","Being outdoors and sharing the great outdoors with my kids","Invest in programs for youth to expose them to the great outdoors. Many kids where I live do not have the experience of going fishing. We will lose a generation of anglers if we do not reach kids and make that the top priority, especially underserved communities.",NA,2025
"1550","The variety of possible catches.","My suggestions mean very little. You are the experts, do what you need to do to make NE a great fishing state!",NA,2025
"1551","More secluded and not as many people","Stock, stock, stock more walleye/sauger fingerlings in more reservoirs","Honestly, I will bypass Nebraska to go fish SD, ND, Minnesota, and Kansas for better fishing",2025
"1552","The number of lakes, pond, streams, & rivers there are to try and catch fish.","- Tighter regulations so less fish can be kept to increase numbers and oods of catching fish. - Need to continue to improve local lakes and ponds so fish have adequate areas to successfully spawn.","I fish mostly with my kids and for recreational purposes. Simpler rules/regulations across the board would be helpful to make sure I'm not breaking any rules.",2025
"1553",NA,NA,NA,2025
"1554","just to do nothin",NA,NA,2025
"1555","Relaxing & family to do it with.","None",NA,2025
"1556","Being in my home state.","Educating anglers of successful catch and release practices.",NA,2025
